"terrai_nom","terrai_pro","status_ter","fase_descr","tipo_terra","terrai_fai","terrai_obs","CommunityArea_Ha","situa_desc","tipo_area_","terrai_per","terrai_pop","reu_id","Stage","stagenum","NDVI_1981","NDVI_1982","NDVI_1983","NDVI_1984","NDVI_1985","NDVI_1986","NDVI_1987","NDVI_1988","NDVI_1989","NDVI_1990","NDVI_1991","NDVI_1992","NDVI_1993","NDVI_1994","NDVI_1995","NDVI_1996","NDVI_1997","NDVI_1998","NDVI_1999","NDVI_2000","NDVI_2001","NDVI_2002","NDVI_2003","NDVI_2004","NDVI_2005","NDVI_2006","NDVI_2007","NDVI_2008","NDVI_2009","NDVI_2010","NDVI_2011","NDVI_2012","NDVI_2013","NDVI_2014","Entry_Year","Accepted_Year","State","NDVI_trend","PSM"
"10","Balaio",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,257281.4601,"Ativo","Principal","270.47599 Ha",NA,63,"em demarcação",5,0.5635,0.596268573969662,0.442702075410623,0.369384838886805,0.38927228671526,0.317849382975901,0.468303598060463,0.556692694211064,0.586275514596654,0.672770541187239,0.670897041118169,0.498995988387887,0.632006676940727,0.740086221866589,0.714021511763164,0.750847617705261,0.631985772465374,0.698846123446353,0.670761611267113,0.481516441348707,0.480974406740579,0.561430624944414,0.583197866260301,0.750136175844923,0.743215474903035,0.638199876169564,0.718090992461609,0.720084961296318,0.851682292583078,1,1,1,1,0.898063634478056,2005,2008,1,0.150521511763164,2010.45954460273
"11","Banawá",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,192659.6666,"Ativo","Principal","270.59908 Ha",NA,74,"demarcada",6,0.0418,0.0266791632225872,0,0.0194562924844229,0,0.0429635012322151,0.0493635616618268,0,0.0938776474730446,0.0797358725975646,0.0711389432400898,0.0538719217194794,0,0.0235366304018434,0.140435384612714,0.0584158840258085,0.0471259046123363,0.0789900458916442,0,0.0829430302455721,0.0285259746423904,0.232911049356948,0.206290224710611,0.20311042127748,0.0415533832434595,0.0334433378561896,0.203611132096433,0.263750417345141,0.206664219851034,0.325495528647538,0.174058526332425,0.368037620776164,0.453540189545312,0.294100119973277,2000,2007,4,0.098635384612714,2006.04163591394
"12","Barata Livramento",".","Concluído","Regularizada","Terra Indígena","N",NA,12883.2701,"Ativo","Principal","60.48300 Ha",NA,143,"Registrada",8,0.5404,0.595938738533631,0.569494429859912,0.679944612735279,0.659770459229953,0.872088816247814,0.949012467959713,0.817651834639623,0.847242929776349,0.855981957989444,0.885836983871657,0.68953094265499,0.654728117708814,0.475465438835441,0.398168737408799,0.442229453231465,0.480089673750776,0.568684158401426,0.43820100584483,0.304860544284199,0.310641431687691,0.223187609145053,0.176952225606369,0.218427857225468,0,0,0.0552842149627899,0.111563550585244,0.115473539435229,0,0.124306789149943,0.113990711802966,0.31446457144527,0.378633966490497,2002,2010,1,-0.142231262591201,2007.44793126487
"13","Cabeceira do Rio Acre",".","Concluído","Regularizada","Terra Indígena","N",NA,78512.5834,"Ativo","Principal","171.06459 Ha",NA,108,"Registrada",8,0.5307,0.507008830191361,0.549397502736512,0.535026595684137,0.579689372570701,0.570127450086525,0.499497145265581,0.443394238753669,0.388702862188296,0.30078923195362,0.136993588676168,0.0087525543924552,0.00265892640237367,0,0.0116116648908093,0.0912585161850879,0.156970430736777,0.269634387499997,0.254795497023604,0.205856491835152,0.186250115540365,0.0459320145416869,0.0366102204343865,0.170300557397257,0.327305508568864,0.416877723869752,0.364412705118969,0.302970163253692,0.280150238776996,0.327169946388253,0.145346181042647,0.196153670696937,0.275711347131233,0.31866060843233,1997,1998,2,-0.519088335109191,2001.78961635442
"14","Camadeni",".","Concluído","Regularizada","Terra Indígena","N",NA,150930.5549,"Ativo","Principal","267.32758 Ha",NA,116,"Registrada",8,0.7843,0.758960778023987,0.805080868212835,0.715837687557537,0.658247084696806,0.681914472379111,0.809718287705489,0.802763367297477,0.706947549044262,0.650967261663109,0.664767021084255,0.602131409124331,0.725038214865713,0.706199463586324,0.60250237794667,0.603012037234973,0.535214376408968,0.471353262212662,0.454947811157778,0.395594080676033,0.326114067067003,0.441346637303554,0.539315535070907,0.569027495304696,0.601205638225604,0.631554440035082,0.523496399194879,0.666247403675412,0.525651724163069,0.342060355433014,0.327929614128108,0.383646040710113,0.377394395861505,0.298670523528857,1999,2000,2,-0.18179762205333,2003.37361097039
"15","Diahui",".","Concluído","Regularizada","Terra Indígena","N",NA,47354.603,"Ativo","Principal","152.42350 Ha",NA,155,"Registrada",8,0.2108,0.120481129645318,0.0837441871589015,0,0,0.134865898289426,0,0,0.033203529941664,0.0803495598223405,0.0791391305148032,0.210772975616554,0.270619059502996,0.278505552241927,0.448304785691192,0.38352287578405,0.323635128113851,0.236550467526882,0.302098976779414,0.366557121194543,0.354522092566391,0.394829677187442,0.305939772185402,0.453943127373875,0.485679767875646,0.47774860104239,0.359978419341543,0.357102617486879,0.416311849525252,0.475912064079856,0.300285562929919,0.479446001581425,0.585080854183896,0.475846591490934,2005,2010,1,0.237504785691192,2011.01067490627
"16","Espírito Santo",".","Concluído","Regularizada","Terra Indígena","N",NA,33849.0871,"Ativo","Principal","114940.45000 Ha",NA,129,"Registrada",8,0.8704,0.716832493127666,0.559693197713654,0.623538541589491,0.732583555468243,0.747805826759991,0.670604761901105,0.651317938284661,0.646835279008858,0.788176731404158,0.693571634237394,0.755561265186249,0.930246096700611,0.985661945877307,0.884292740639988,0.969700193976156,1,1,1,0.987782809215658,1,0.917219713363862,1,1,0.986723531624229,1,0.838222367219215,0.876587297101702,0.861508579399042,0.654823550446856,0.897312630745746,0.948403690440414,0.971734882275482,0.928257156859151,2002,2005,2,0.0138927406399884,2006.34314493135
"17","Fortaleza do Castanho",".","Concluído","Regularizada","Terra Indígena","N",NA,2756.1622,"Ativo","Principal","31.57863 Ha",NA,156,"Registrada",8,0.8544,0.77193598360553,0.679569450289067,0.74348123844411,0.724882617666417,0.773034827706331,0.893652670463141,0.956759257306188,1,1,1,1,0.975553464636609,0.999211965527354,1,1,0.953004288906088,0.820759003356521,0.981430368027126,0.900800074309643,1,1,0.834901001374131,0.734704443214938,0.829861458256205,0.830271647055981,0.572764669748154,0.438113899585813,0.532012512039938,0.316466356910663,0.368399606182367,0.436414222906906,0.388861933997689,0.390270952897621,2005,2006,1,0.1456,2010.01302077255
"18","Fortaleza do Patauá",".","Concluído","Regularizada","Terra Indígena","N",NA,743.5829,"Ativo","Principal","11.48860 Ha",NA,140,"Registrada",8,0.1279,0.0389466563018988,0,0.0169833334355905,0.00447322810565399,0,0.00614702915585547,0.046088029801826,0.110425936855789,0.279143952746413,0.11190980701942,0.0478640624078655,0.174065919476178,0.236019484674733,0.204811959452801,0.437956301066829,0.457042696889959,0.539239704818281,0.401838135076897,0.310090068068772,0.100620101073838,0.172068318816023,0.182602795748764,0.302918387124774,0.342261319245462,0.123111898434926,0.060684309387759,0.17203481168301,0.26277641947879,0.248203343824157,0.336869217603071,0.120261333103084,0.0623916126025878,0,1997,1998,1,0.0769119594528013,2002.75975092099
"19","Hi Merimã",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,677840.3204,"Ativo","Principal","704.84196 Ha",NA,100,"Registrada",8,0.5603,0.506674698080384,0.416192841402124,0.527252637160898,0.602059667838357,0.706042893361056,0.683044059942426,0.735635303670762,0.865009117281255,0.813420472932433,0.861386842125136,0.890930049512895,1,0.925961376181941,0.77804425871989,0.823158797376276,0.856368102984293,0.896248470175133,0.704602807434356,0.691653053742413,0.774533312395325,0.997581277728584,0.893736113792288,0.93731032982449,0.811186921253372,0.774613989635013,0.749412087192937,0.853921742724807,0.928403687211062,1,0.774481566522705,0.795824221588438,0.763502418030973,0.7248084872128,2001,2006,3,0.21774425871989,2006.47784256044
"20","Igarapé Capana",".","Concluído","Regularizada","Terra Indígena","N",NA,122555.6647,"Ativo","Principal","192.14066 Ha",NA,121,"Registrada",8,0.7776,0.740124924706389,0.775559118887512,0.661274516403465,0.599895374188149,0.381840239268671,0.358189883265701,0.363870281001319,0.183384805948836,0.225055214146067,0.108099399363433,0.0860791463958907,0,0.00398635198197302,0,0,0,0.0556395886933454,0.197180913805908,0,0.0534048360366847,0.132538378876853,0.131838752281895,0.133882965955427,0,0.231793995486643,0.242306825111161,0.0968163960916439,0.0001034841683107,0,0,0.037631430173379,0.0303057700372142,0,2005,2009,5,-0.7776,2009.76824451133
"21","Igarapé Grande",".","Concluído","Regularizada","Terra Indígena","N",NA,1539.6777,"Ativo","Principal","16.22888 Ha",NA,123,"Registrada",8,0.5006,0.463345257123026,0.558713477134096,0.56883491300731,0.565390177677413,0.675782268733448,0.536142114166687,0.627116433130467,0.757478858970108,0.636986183560422,0.629390971859176,0.611791216580396,0.621385026534429,0.609715288288565,0.613257876167231,0.593738536302279,0.504853365512652,0.476989936950692,0.470652218199662,0.620175261463838,0.651497479796111,0.653942475349551,0.548138668193711,0.460464024638948,0.514602852103672,0.728897964482608,0.781340368747168,0.773471380075075,0.705026944774079,0.567506836736023,0.500757493316441,0.568043797422672,0.394498506337532,0.316782072484816,1998,2006,2,0.112657876167231,2002.68404966784
"22","Inauini/Teuini",".","Concluído","Regularizada","Terra Indígena","N",NA,468996.3,"Ativo","Principal","463.68573 Ha",NA,102,"Registrada",8,0.5053,0.375319795816216,0.316768391732023,0.266952372648946,0.423804724479307,0.261698537380422,0.15633791488459,0.0258073980887291,0,0.0445977366423054,0,0.08346246675547,0,0,0,0.0459595929995916,0,0,0.0850000910584881,0.204566840328693,0.192914851299325,0.226992019866135,0.162214259890575,0.108602252793228,0.0801684529220514,0.0834577615929604,0.140660780500071,0,0.0045591076368003,0,0.0616976156702772,0.0506311524650297,0.0945517083548206,0.220718844767124,2005,2009,3,-0.5053,2011.04752813607
"23","Manoki",".","Processo de Homologação","Declarada","Terra Indígena","N",NA,250539.8293,"Ativo","Reestudo","302000.46000 Ha",NA,61,"delimitada",4,0.1465,0.26411604761613,0.379738266607575,0.512610724497223,0.506776505130065,0.477046703630948,0.448717544098301,0.60725804243736,0.558159304489052,0.659844955713356,0.713044388370326,0.833893789031608,0.780213945867337,0.776811674271129,0.838796141899042,0.843953901415708,0.576044811962616,0.665787492991369,0.654327269780744,0.689213509308965,0.761046218771743,0.626195416110788,0.520355291630228,0.548731339191129,0.465499692549256,0.507731775245059,0.588183448423554,0.445594280763304,0.430382231431296,0.463913398045585,0.604463536899738,0.618508770730342,0.52362380267786,0.412683052123513,2004,2009,3,0.692296141899042,2010.17658847567
"24","Jacamim",".","Concluído","Regularizada","Terra Indígena","N",NA,193493.5694,"Ativo","Principal","241.51053 Ha",NA,135,"Registrada",8,0.1525,0.14253371026845,0.159359504266286,0.1297347415092,0.190015974224021,0.0589898227157002,0.0388046939614192,0.11893847526499,0.180870266643908,0.0786283291064711,0.0451513438549099,0,0.00351948821332173,0,0,0,0.047342179215454,0.00415129512073397,0,0,0,0,0.0116470422524718,0,0.0525907451233179,0.184414448697793,0.174151955442766,0.322534248914608,0.327268172361135,0.407015333867325,0.401757869044501,0.414379096306556,0.548424470606775,0.644386823729944,1998,2003,1,-0.1525,2003.8395953678
"25","Jaminawa do Igarapé Preto",".","Concluído","Regularizada","Terra Indígena","N",NA,25651.6167,"Ativo","Principal","100.59860 Ha",NA,130,"Registrada",8,0.5665,0.428769585111331,0.480377684294532,0.568836824784157,0.581312601006039,0.607531308868206,0.490761959553802,0.567114408142345,0.555123244931198,0.544207188663137,0.528222354909586,0.464079453491318,0.588346645373793,0.439911019276417,0.315787054751394,0.226255073768961,0.251620882812895,0.194579883621665,0.234226841343781,0.225616115193233,0.0238811760836476,0,0.24430030839703,0.0832058445995142,0.0470139322416719,0.145924994704165,0.183418693429623,0.199497444423363,0.249799155844488,0.223358368767746,0.164547096488169,0.219744538183358,0.353515110516254,0.408241690864298,2000,2002,1,-0.250712945248606,2005.33156768487
"26","Jarawara/Jamamadi/Kanamati",".","Concluído","Regularizada","Terra Indígena","N",NA,390233.0536,"Ativo","Principal","483.44841 Ha",NA,105,"Registrada",8,0.1796,0.00361530438785529,0.0694391046892646,0,0,0,0,0.0326294130098002,0.0669025472168496,0.0983431687408373,0.144686173513543,0.114734099286525,0.129913203787611,0,0,0.0214384437817208,0,0.0749862128498101,0.0561490992085282,0,0,0.0556366799261171,0.0614765889613381,0.132616449215636,0.0752336249838361,0.239443339937329,0.466598586669663,0.436903092035598,0.376573174021373,0.331743697265637,0.381529639507942,0.256587690852347,0.22740830805094,0.142858278158997,2000,2008,2,-0.1796,2005.38058375237
"27","Jauary","08772.000020/1992-43","Estudos Complementares","Delimitada","Terra Indígena","N",NA,24831,"Ativo","Principal","112.00000 Ha",NA,15,"em identificação",2,0.9602,1,0.796647726882001,0.625611537505583,0.652227417402086,0.77029969736746,0.726343395013196,0.715293025609842,0.765269102157601,0.942348976086876,1,1,1,0.934655738529974,1,1,0.854475404347068,1,0.856261808730141,0.852045300053196,0.804115384783466,0.659120389444222,0.658634635179769,0.785742597930712,0.821554640067047,0.853303961580201,0.702516690500144,0.759296184567192,0.924548909414562,0.993182724766229,0.923369655353521,0.768397004904195,0.777256233803721,0.897415865551014,2003,2008,5,0.0397999999999999,2007.09436158229
"28","Kampa do Igarapé Primavera",".","Concluído","Regularizada","Terra Indígena","N",NA,21987.2303,"Ativo","Principal","79.92682 Ha",NA,153,"Registrada",8,0.939,0.982589574768031,0.775568313563986,0.776794573855318,0.658369652882961,0.746387160822666,0.90846287413905,1,0.992096611405756,1,0.839829736895163,0.756150276314367,0.702114162160609,0.830651248333801,0.9249859203071,0.780056289797441,0.898818777888597,0.764489447453787,0.826485867956499,0.756270144876881,0.792213508853828,0.68304660847788,0.738845757613983,0.660270944048719,0.594217247843128,0.630394767393558,0.560260390784617,0.665778731091155,0.612474047093069,0.748747370540223,0.919033819759843,0.978888577830394,0.869000698169362,0.762093917801371,2000,2006,5,-0.0140140796928996,2003.98118101603
"29","Kanamari do Rio Juruá",".","Concluído","Regularizada","Terra Indígena","N",NA,596433.64,"Ativo","Principal","550.73140 Ha",NA,104,"Regsitrada",8,0.2412,0.360619898918992,0.30350822377962,0.369867117961079,0.317099326596291,0.27127219542729,0.220732555026233,0.0896733862573227,0.0559377968218324,0,0.0605792325050923,0.000284595183067948,0.169972864653867,0.223161448919029,0.150233276073782,0.162204231499231,0.117608761078626,0,0.0291884203938738,0.225368156903566,0.265600791269166,0.234829508306909,0.389988863949977,0.358219738647889,0.418504111030976,0.436520078814628,0.539784382964872,0.670402465791011,0.549821528935841,0.709466542113835,0.924117731444663,1,0.90600720032687,0.922226182102376,2004,2011,4,-0.0909667239262183,2009.97814386451
"30","Kanela",".","Concluído","Regularizada","Terra Indígena","N",NA,125212.1625,"Ativo","Principal","148.87900 Ha",NA,14,"em identificação",2,0.2936,0.191842456436205,0.0949895637349136,0.0972850531097566,0.205054694279067,0,0.0528337981665228,0.0583789356924613,0.117170818400902,0.213701052980569,0.0832819029140321,0.247671188865371,0.344900147730397,0.23928172941364,0.192624045846997,0.10309799733328,0.163059954553265,0.306355858803723,0.24398527965674,0.325702520776262,0.361440996597553,0.203381342020061,0.260241395996514,0.206614596176864,0.13939519371775,0.116586856964415,0.0564099021294786,0.0774961696112075,0.0780116744895505,0.152095741989549,0.237403846206616,0.164742461508177,0.197408650478725,0.208691296449809,2003,2012,1,-0.100975954153003,2008.87683392577
"31","Kararaô",".","Concluído","Regularizada","Terra Indígena","N","Subgrupo Kararaô.",330837.5422,"Ativo","Principal","308.92738 Ha",NA,134,"Registrada",8,0.1197,0.262265237651873,0.370572636243739,0.275029075445413,0.319746785465413,0.393773219566,0.265629210685569,0.233925369301541,0.278212792041916,0.273954373693833,0.272314572173536,0.331923158888908,0.328292818952841,0.415351544500301,0.545831910007079,0.674304658598702,0.573899359706432,0.394391143661427,0.362394866973538,0.593336056289081,0.620681149030868,0.708330697004587,0.642042271978048,0.69728412047453,0.617543465376957,0.558545304880834,0.774337607852069,0.884315242396243,1,0.995637366753695,1,1,1,1,1998,2006,3,0.426131910007079,2003.97288216502
"32","Kaxinawá da Praia do Carapanã",".","Concluído","Regularizada","Terra Indígena","N",NA,60698.7189,"Ativo","Principal","173.70632 Ha",NA,126,"Registrada",8,0.2548,0.214669171077657,0.171039263605786,0.200792423783718,0,0.0283275104580534,0,0.069919824775871,0.165560191233277,0.0618055571948426,0,0,0,0,0,0,0.118844736724532,0.0310318130858111,0,0,0.0673309074299195,0.0669666405181302,0.0113923163606573,0.0446020984126248,0.30768325803085,0.369900084848826,0.396669045764616,0.336635270306978,0.345752763787839,0.32484019979757,0.392960785344724,0.284406580781135,0.268405730039618,0.259004305438462,1999,2006,2,-0.2548,2004.25399848681
"33","Kaxinawá do Baixo Rio Jordão",".","Concluído","Regularizada","Terra Indígena","N",NA,8726.4952,"Ativo","Principal","68.54845 Ha",NA,141,"Registrada",8,0.4381,0.433122594324303,0.340668919165732,0.56556746170542,0.441268921372713,0.269252343310552,0.221206242322712,0.230042780560772,0.181259226083835,0.222282146098548,0.112046997676351,0.337936245563448,0.299224011196358,0.441833881423565,0.298424182728549,0.402592993208536,0.385040869563515,0.335585485938814,0.221919004090035,0.303556867047403,0.364790000837222,0.496611386369773,0.484599396772348,0.590059171720493,0.644060447317311,0.661596640457168,0.595435732255325,0.705911169722599,0.710448643690957,0.652398767726463,0.514225539206194,0.541441696483163,0.604454315536831,0.719249609783599,2003,2011,3,-0.139675817271451,2008.95373481517
"34","Kayabi",".","Certidão SPU","Regularizada","Terra Indígena","N",NA,1053000,"Ativo","Reestudo","723.00000 Ha",NA,65,"em demarcação",5,0.9559,0.856024569541338,0.865680316013437,0.954520584273812,0.896462022921167,1,1,0.985273099809763,1,1,0.965898454342205,0.97322367301674,0.962750445659133,1,0.855950754208843,0.88761458025227,0.752734353109467,0.912329042720618,0.919904628379384,0.884388395253801,0.923070059055789,1,1,1,0.882006023181266,0.96715382858901,1,0.827242340808049,0.726614148832902,0.721146680819549,0.726204892851486,0.696585682267747,0.570185495144663,0.664815083783837,2003,2009,4,-0.0999492457911572,2007.74707070935
"35","Kumaru do Lago Ualá",".","Concluído","Regularizada","Terra Indígena","N",NA,80035.8819,"Ativo","Principal","174.92408 Ha",NA,106,"Registrada",8,0.7941,0.833744328655346,0.845715863965711,0.918108415489409,0.978922657778695,0.9031750666312,1,0.901497989849009,0.840773916960996,0.84816660509578,0.701409255167269,0.594126581621144,0.484325702179016,0.594758573437651,0.582081713670927,0.647376080646618,0.652029904077611,0.710263104970803,0.833087484414806,0.803913771310888,0.74943761397579,0.753287102358584,0.797447463003122,0.750039592491282,0.646331223749285,0.65332295656839,0.535891765949621,0.510714679171231,0.46930813071654,0.444119716917086,0.509891051229042,0.542841616876742,0.473995188476006,0.510409008960917,2000,2002,5,-0.212018286329073,2004.27662751503
"36","Lago Capanã",".","Concluído","Regularizada","Terra Indígena","N",NA,6321.5954,"Ativo","Principal","47.86832 Ha",NA,148,"Registrada",8,0.7805,0.811953894869082,0.974522191660575,1,1,0.895670758317492,0.866748152366768,1,1,0.766275938227752,0.911068067316875,0.774092390512096,0.758491847778535,0.798753530822008,0.793660386727934,0.81115037415679,0.963174259501454,1,0.852669848573728,0.741405251294841,0.887985867420778,1,0.955061357530357,1,1,0.968943904562353,0.821911903703471,0.8820222006537,0.819403649678443,0.88297231258054,0.724579973071863,0.663064680363209,0.595635117034533,0.547630549287664,2004,2006,2,0.0131603867279344,2008.59997586396
